ID  объявления;Количество комнат;Тип;Метро;Адрес;Площадь, м2;Дом;Парковка;Цена;Телефоны;Описание;Ремонт;Площадь комнат, м2;Балкон;Окна;Санузел;Можно с детьми/животными;Дополнительно;Название ЖК;Серия дома;Высота потолков, м;Лифт;Мусоропровод;Ссылка на объявление
171734755;2, Изолированная;Квартира;м. Рязанский проспект (2 мин пешком);Москва, Рязанский проспект, 52;45.0/28.0/6.0;5/5, Кирпичный;;35000.0 руб./ За месяц, Залог - 35000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес;+79264245101;СЛАВЯН. Косметический ремонт, АККУРАТНАЯ, ЧИСТАЯ квартира. Комнаты УЮТНЫЕ, раздельные. Вся необходимая мебель СОВРЕМЕННАЯ, в хорошем состоянии. Вся бытовая техника. КВАРТИРУ УЖЕ СДАВАЛИ. СДАЕТСЯ НА ОЧЕНЬ ДЛИТЕЛЬНЫЙ СРОК., 12 фото;Косметический;18-10;Балкон (1);Во двор;Совмещенный (1);Можно с детьми;Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Телевизор, Холодильник, Интернет;;;2.48;;Нет;https://www.cian.ru/rent/flat/171734755
172140962;2, Изолированная;Квартира;м. Новые Черемушки (20 мин пешком);Москва, Севастопольский проспект, 59;45.0/34.0/7.0;3/5, Панельный;наземная;35000.0 руб./ За месяц, Залог - 35000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес;+79652637917;Сдается на длительный срок, чистая двухкомнатная квартира. Комнаты изолированные. В большой комнате имеется диван и современный шкаф, тумба и телевизор. Во второй комнате диван, письменный стол, шифоньер и телевизор.  Стиральная машина автомат установлена. В коридоре новый шкаф, а так же имеется шкафчик для хозяйственной утвари. Кухонный гарнитур класса икея, обеденный стол и табуреты, двухкамерный холодильник, электрическая плита. Рассмотрим СЛАВЯН.  Страховой депозит разбивается. Дополнительно оплачивается свет и вода по счетчику., 10 фото;Евроремонт;20-14;Балкон (1);Во двор;Раздельный (1);Можно с детьми;Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет, Телефон;;;2.7;;;https://www.cian.ru/rent/flat/172140962
172573794;2;Квартира;м. Жулебино (10 мин пешком);Москва, Саранская улица, 8;60.0/34.0/10.0;7/14, Панельный;наземная;35000.0 руб./ За месяц, Залог - 15000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес;+79251147693;СМОТРИТЕ ФОТО!!! Сдается просторная квартира в шаговой доступности от метро!!! с качественным ремонтом на длительный срок. В квартире имеется вся необходимая мебель и бытовая техника для комфортного проживания. Экологически чистый район, развитая инфраструктура, удобное транспортное сообщение. Рассмотрим приличных и платежеспособных, 22 фото;Евроремонт;18-16;Балкон (1), Лоджия (1);;Раздельный (1);Можно с детьми, Можно с животными;Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет, Телефон;;;2.64;Пасс (1), Груз (1);Да;https://www.cian.ru/rent/flat/172573794
171949073;2, Изолированная;Квартира;м. Марьино (5 мин пешком);Москва, Новочеркасский бульвар, 31;56.0/36.0/12.0;3/22, Монолитный;наземная;34800.0 руб./ За месяц, Залог - 34800 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес;+79855088680, +79660425327;НАДО БРАТЬ!!! Сдается 2-х просторная, чистая, уютная квартира. Состояние отличное. Чистый подъезд. Приличные соседи. Ухоженный, зеленый двор. Метро в пешей доступности 5-мин. Развитая инфраструктура. Окна ПВХ. Квартира укомплектована всей необходимой мебелью и техникой для комфортного проживания. Кухонный гарнитур, 2-х камерный холодильник, ст. машина, шкафы, два раскладных дивана, компьютерный стол, два телевизора, сейф, Internet и т.п. Рассмотрим ВСЕХ ПРИЛИЧНЫХ! ПОКАЗЫВАЕМ СЕГОДНЯ!!!, 10 фото;Евроремонт;20-16;Лоджия (1);На улицу и двор;Раздельный (1);Можно с детьми, Можно с животными;Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет;;;;Пасс (2), Груз (1);Да;https://www.cian.ru/rent/flat/171949073
170953341;2, Изолированная;Квартира;м. Выхино (15 мин на машине);Москва, 1-я Вольская улица, 15К1;51.0/31.0/10.0;4/17, Панельный;наземная;35000.0 руб./ За месяц, Залог - 35000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес;+79057254560;Смотрите ФОТО. Вашему вниманию предлагается просторная квартира. Сдается на очень длительный срок! Качественный ремонт - делали для себя. Кухня, Гостиная и Спальня - изолированные. Укомплектована современной мебелью и бытовой техникой. Кухонный гарнитур, Холодильник, Обеденный стол. Двуспальная кровать, диван, два шкафа, компьютерный стол. С.У.Р. - в Испанской плитке до потолка. Полы - Паркет. Интернет. Супер Предложение - готова к заселению. Рядом с домом - вся Инфраструктура - Супермаркеты, Салон Красоты, Банки, Рестораны. Парковка во дворе, места всегда есть. Страховой депозит можно выплачивать в рассрочку, разбить на 2-3 месяца. Тихие Соседи. Интеллигентный, лояльный собственник. Более подробная информация, по телефону, см. ФОТО. Звоните, будем рады Вам помочь., 12 фото;Евроремонт;19-12;Балкон (1);На улицу;Раздельный (1);Можно с детьми;Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Телевизор, Холодильник, Интернет;;П-44Т;2.64;Пасс (1), Груз (1);Да;https://www.cian.ru/rent/flat/170953341
171037978;2, Изолированная;Квартира;м. Алтуфьево (16 мин пешком);Москва, Мурановская улица, 19;46.0/29.0/7.0;1/12, Панельный;;35000.0 руб./ За месяц, Залог - 35000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес;+79162298102, +79260419790;Квартира СДАЕТСЯ ВПЕРВЫЕ. Высокий первый этаж. Решетки на окнах. В квартира оборудована мебелью и бытовой техникой. Кухонный гарнитур, бытовая техника. В большой комнате два дивана, стенка. В маленькой комнате диван, шкаф. Большая застекленная лоджия. Металлическая дверь. Рассмотрят семейные пары с детьми., 8 фото;Косметический;;Лоджия (1);;Раздельный (1);Можно с детьми;Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Телевизор, Холодильник;;;2.5;;Да;https://www.cian.ru/rent/flat/171037978
172551844;2;Квартира;м. Электрозаводская (9 мин пешком);Москва, улица Семеновский Вал, 10К2;40.0/34.0/6.0;5/5, Кирпичный;;35000.0 руб./ За месяц, Залог - 17000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес;+79099177333;СРОЧНО!ВСЕХ!НЕ БОЛЕЕ 4-Х ЧЕЛОВЕК!НАЦИОНАЛЬНОСТЬ ЗНАЧЕНИЯ НЕ ИМЕЕТ!!!Отличный вариант!Косметический ремонт,вся бытовая техника,набор необходимой мебели,балкон.Длительный срок аренды.ЗАЛОГ 50%, 9 фото;Косметический;20+14;Балкон (1);;Совмещенный (1);Можно с детьми, Можно с животными;Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Телевизор, Холодильник, Интернет;;;2.48;;;https://www.cian.ru/rent/flat/172551844
170787563;2, Изолированная;Квартира;м. Алтуфьево (9 мин пешком);Москва, улица Лескова, 6А;48.0/28.0/6.0;7/9, Блочный;;35000.0 руб./ За месяц, Залог - 35000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес;+79269339328;Чистая и уютная квартира. Укомплектована всей необходимой для проживания мебелью и бытовой техникой. Сан.узел раздельный. Комнаты изолированные. Сдается на длительный срок. Рассмотрим приличных и платежеспособных граждан РФ. Залог разобьем по договоренности на несколько месяцев., 10 фото;Косметический;18-10;Балкон (1);Во двор;Раздельный (1);Можно с детьми;Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Телевизор, Холодильник, Интернет;;;2.64;;Да;https://www.cian.ru/rent/flat/170787563
171305506;2, Изолированная;Квартира;м. Выхино (10 мин пешком);Москва, Вешняковская улица, 27К1;48.0/28.0/9.0;3/9, Панельный;;35000.0 руб./ За месяц, Залог - 35000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес;+79266875977, +79299428195;"Светлана 8 926 687 59 77. СРОЧНО! ЛУЧШЕЕ предложение на данном районе, аналогов НЕ НАЙДЕТЕ! ШАГОВАЯ доступность до станций метро! Страховой депозит ""РАЗБИВАЕТСЯ"" на 2 части (при взаимной симпатии)! Сдается  2-комнатная квартира с ИЗОЛИРОВАННЫМИ комнатами на ДЛИТЕЛЬНЫЙ срок! Есть ВСЯ необходимая мебель и техника! Санузел раздельный. В квартире имеется балкон (остеклен, окна ПВХ). ЗАМЕЧАТЕЛЬНЫЙ собственник! Спокойные соседи. Развитая инфраструктура, в шаговой доступности: метро, универсамы, школы, ТЦ/ТРЦ, поликлиники. Рассмотрим РАЗЛИЧНЫЙ СОСТАВ жильцов (обсуждается по телефону)! ЗВОНИТЕ! СПЕШИТЕ!, 12 фото";Косметический;16-12;Балкон (1);;Раздельный (1);Можно с детьми;Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Телевизор, Холодильник, Интернет;;;2.64;;Да;https://www.cian.ru/rent/flat/171305506
173007707;2;Квартира;м. Первомайская (15 мин пешком);Москва, Сиреневый бульвар, 54;45.0;6/9, Панельный;;35000.0 руб./ За месяц, Залог - 17500 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес;+79687844203;Двухкомнатная квартира. Комнаты изолированные. В маленькой комнате диван-кровать, письменный стол (новый ИКЕА), шкаф-гардероб (ИКЕА) и тумба под тв, в большой комнате шкаф-купе, двуспальная кровать, письменный стол, вся мебель новая, ИКЕА. Кухонный гарнитур, плита, духовка, холодильник, стиральная машина, кондиционер.Балкон утеплен., 13 фото;Евроремонт;;;Во двор;;Можно с детьми;Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Телевизор, Холодильник, Интернет, Телефон;;;2.64;Пасс (1);Да;https://www.cian.ru/rent/flat/173007707
172310489;2, Смежная;Квартира;м. Первомайская (13 мин пешком);Москва, Верхняя Первомайская улица, 6к3;55.0/32.0/10.0;2/5, Кирпичный;;35000.0 руб./ За месяц, Залог - 35000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес;+79164244768;Квартира меблирована, оборудована необходимой бытовой техникой, шкафы для хранения вещей. Все национальности приветствуются ! Залог можно разделить на два месяца. Чистый подъезд, тихий двор с детскими площадками, магазины и метро в шаговой доступности., 7 фото;Евроремонт;18-14;;Во двор;Совмещенный (1), Раздельный (1);Можно с детьми, Можно с животными;Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Кондиционер, Посудомоечная машина, Телевизор, Холодильник, Интернет, Телефон;;;;;;https://www.cian.ru/rent/flat/172310489
172550396;2;Квартира;м. Семеновская (7 мин пешком);Москва, улица Семеновский Вал, 10К2;40.0/34.0/6.0;5/5, Кирпичный;;35000.0 руб./ За месяц, Залог - 17000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес;+79099177333;СРОЧНО!ВСЕХ!НЕ БОЛЕЕ 4-Х ЧЕЛОВЕК!НАЦИОНАЛЬНОСТЬ ЗНАЧЕНИЯ НЕ ИМЕЕТ!!!Отличный вариант!Косметический ремонт,вся бытовая техника,набор необходимой мебели,балкон.Длительный срок аренды.ЗАЛОГ 50%, 9 фото;Косметический;20+14;Балкон (1);;Совмещенный (1);Можно с детьми, Можно с животными;Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Телевизор, Холодильник, Интернет;;;2.48;;;https://www.cian.ru/rent/flat/172550396
173002340;2, Смежная;Квартира;м. Щелковская (15 мин пешком);Москва, 15-я Парковая улица, 40К4;48.0/32.0/9.0;10/14, Панельный;наземная;35000.0 руб./ За месяц, Залог - 35000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес;+79688532550;Сдается квартира. Есть вся необходимая для проживания мебель и бытовая техника. Сан узел раздельный. Смотрите фото. Развитая инфраструктура района - всё в шаговой доступности: детский сад, школа, магазины. Удобное транспортное сообщение -маршрутки, автобусы с коротким интервалом движения до нескольких станций метро. Метро Щелковская и Первомайская - от 10 до 20 минут пешком.  Рассмотрим порядочных и платёжеспособных граждан. Залог при обоюдной симпатии разобьем на пару месяцев., 8 фото;Косметический;18+14;Балкон (1), Лоджия (1);На улицу;Раздельный (1);Можно с детьми, Можно с животными;Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Телевизор, Холодильник, Интернет, Телефон;;;2.64;Пасс (1), Груз (1);Да;https://www.cian.ru/rent/flat/173002340
170294327;2, Изолированная;Квартира;м. Выхино (15 мин пешком);Москва, улица Красный Казанец, 3К4;45.0/33.0/6.5;1/9, Панельный;;35000.0 руб./ За месяц, Залог - 35000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес;+79057492671, +79267703525;Панельный дом , высокий первый этаж с остекленной лоджией (ПВХ) . Квартира с Качественным ремонтом : Напольное покрытие ламинат ,кухня и прихожая пол плитка , санузел совмещенный , стены в современной плитке , качественная сантехника  (душевая кабина ) . Комнаты изолированные . Мебель наборная Гостиная :   Мебельная стенка , 2х- спальный диван , кресло , журнальный столик , тумба ТВ . Во второй комнате : 2х- спальный диван ,шкаф , кресло , комод . В Прихожей  очень вместительный  Шкаф купе (зеркальные двери ) . Кухня современный гарнитур , плита , вытяжка , 2х- камерный холодильник ,СВЧ , обеденная группа . Рассмотрим Славян на Длительный срок ., 12 фото;Евроремонт;19-14;Лоджия (1);Во двор;Совмещенный (1);;Мебель в комнатах, Мебель на кухне, Душевая кабина, Стиральная машина, Телевизор, Холодильник, Интернет;;;2.64;;Да;https://www.cian.ru/rent/flat/170294327
171381943;2, Изолированная;Квартира;м. Славянский бульвар (10 мин на машине);Москва, Матвеевская улица, 42К4;44.0/6.0;6/9, Панельный;;35000.0 руб./ За месяц, Залог - 35000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес;+79256584625;Сдается двухкомнатная квартира,10 минут на автобусе от метро Славянский бульвар и Кунцевская.Комнаты изолированные,вся мебель и техника для проживания.Рассмотрим всех приличных.Звоните., 6 фото;Косметический;;Балкон (1);;;Можно с детьми, Можно с животными;Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Телевизор, Холодильник, Интернет;;;2.64;Пасс (1);Да;https://www.cian.ru/rent/flat/171381943
170647050;2;Квартира;м. Планерная (4 мин пешком);Москва, Планерная улица, 12К1;43.0/27.0/6.0;9/9, Панельный;;35000.0 руб./ За месяц, Залог - 35000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес;+79852888497;"Сдается на длительный срок двухкомнатная квартира рядом с метро( первый дом от метро) Планерная. Квартира после качественного ремонта. Современная мебель: в комнате большой шкаф-купе, раскладной диван, компьютерный стол; в спальне кровать, туалетный столик. На кухне кухонный гарнитур. Современная бытовая техника: стиральная машина автомат, холодильник, телевизор. Санузел раздельный в плитке до потолка.  Рассмотрят строго славян, можно с ребенком и мелкими животными. Звоните, ждем Ваши предложения., 5 фото";Косметический;18-9;;;Раздельный (1);Можно с детьми, Можно с животными;Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Телевизор, Холодильник, Интернет;;;2.64;Пасс (2);Да;https://www.cian.ru/rent/flat/170647050
172738113;2, Изолированная;Квартира;м. Марьино (24 мин пешком);Москва, Донецкая улица, 15;54.0/32.0/9.0;8/12, Панельный;;35000.0 руб./ За месяц, Залог - 17500 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес;+79266157034;"Сдается 2-х.комнатная квартира в ""Марьино"",ул.Донецкая д.15. нормальная чистая квартира. На кухне-кух.гарнитур,холодильник, плита. с/у раздельный, стиральная машинка. В 1 комнате-стенка,диван. В другой-шкаф-купе,ТВ. ВСЕХ приличных людей рассмотрим., 9 фото";Косметический;18-14;Лоджия (1);Во двор;Раздельный (1);Можно с детьми, Можно с животными;Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Телевизор, Холодильник, Интернет, Телефон;;;2.64;;Да;https://www.cian.ru/rent/flat/172738113
170636596;2;Квартира;м. Дубровка (17 мин пешком);Москва, улица Симоновский Вал, 20К3;56.0/37.0/7.0;8/8, Кирпичный;;35000.0 руб./ За месяц, Залог - 5000 руб., Коммунальные услуги включены, Срок аренды - На несколько месяцев, Предоплата 1 мес;+79036875568, +74959711981;Сдается на несколько месяцев бюджетная квартира 56 м2. Панорамный вид на Москву, состояние скромное, но жилое. Есть стиральная машина, балкон. Подробности по телефону., 10 фото;Без ремонта;12-25;Балкон (1);Во двор;Совмещенный (1);Можно с детьми, Можно с животными;Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Телевизор, Холодильник;;;;;Да;https://www.cian.ru/rent/flat/170636596
172145699;2, Изолированная;Квартира;м. Сходненская (9 мин пешком);Москва, улица Фабрициуса, 8;42.0/27.0/6.0;5/9, Кирпичный;наземная;35000.0 руб./ За месяц, Залог - 35000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес;+79855088680, +79660425327;"ПРЕДЛОЖЕНИЕ ДЛЯ ВАС!!! ОЧЕНЬ ВЫГОДНОЕ!! Сдается 2-х комнатная чистая, уютная квартира. Состояние отличное Чистый подъезд. Приличные соседи. Ухоженный, зеленый двор. Метро ""Сходненская"" 9-мин. Развитая инфраструктура. Окна ПВХ, Квартира укомплектована всей необходимой мебелью и техникой для комфортного проживания. Рассмотрим ВСЕХ приличных!!! ПОКАЗЫВАЕМ СЕГОДНЯ!!! Звоните уважаемые клиенты и коллеги!!! С удовольствием отвечу на все Ваши вопросы!!!, 7 фото";Косметический;18-9;;Во двор;Раздельный (1);Можно с детьми, Можно с животными;Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Телевизор, Холодильник, Интернет;;;;Пасс (1);Да;https://www.cian.ru/rent/flat/172145699
172477205;2, Изолированная;Квартира;м. Саларьево (7 мин на машине);Москва, Московский поселение, Московский, улица Солнечная, 11;65.0/34.0/13.0;11/17, Панельный;;35000.0 руб./ За месяц, Залог - 35000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес;+79265281660;На ОЧЕНЬ длительный срок предлагается в аренду чистая, аккуратная, просторная, современная квартира с минимальным комплектом необходимой мебели и ВСЕЙ бытовой техники. Одна комната: корпусная мебель ИКЕА и диван, вторая комната БЕЗ мебели-по желанию клиента МОЖЕМ поставить кровать и комод.. Оборудованная просторная кухня: кухонный гарнитур, 2-х камерный холодильник НОВЫЙ купим под клиента, обеденный стол.Санузел раздельный -в отличном состоянии+стиралка-автомат. Застекленная просторная лоджия. Отличный район с развитой инфраструктурой. Рассмотрим славян можно с детьми. Позитивные собственники. Залог разобьем., 13 фото;Косметический;18-16;Лоджия (1);Во двор;Раздельный (1);Можно с детьми;Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Холодильник, Интернет;Град Московский, 2010;;2.74;Пасс (1), Груз (1);Да;https://www.cian.ru/rent/flat/172477205
170498650;2, Смежная;Квартира;м. Первомайская (7 мин на машине);Москва, Сиреневый бульвар, 62;45.0/31.0/6.0;6/9, Кирпичный;наземная;35000.0 руб./ За месяц, Залог - 20000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес;+79265338048, +79151623509;"Отличная  квартира. Очень интересная планировка . Комнаты смежные,но можно легко изолировать. Только что закончен очень качественный ремонт. После ремонта никто не жил.  На кухне новый холодильник,новая стиральная машина, плита,новая мебель. С/У раздельный современный .Все в плитке. Раковина,ванная ,унитаз ,все смесители тоже новые. В одной из комнат новый шкаф. БОЛЬШЕ МЕБЕЛИ НЕТ.Желательно со своей мебелью,но если  таковой нет,то можем КУПИТЬ! Прекрасная хозяйка.Можно обо всем договориться. Квартира сдается впервые. Приглашаем семью россиян .Можно с детьми и не очень крупными животными. Звоните! Ключи у меня. Залог можно разбить на 2 месяца. 
 ОЧЕНЬ ДЛИТЕЛЬНАЯ АРЕНДА! Если недоступна по телефону( 8926 533-80-48) то работает WhatsApp Viber Telegram, 11 фото";Евроремонт;17+14;Лоджия (1);На улицу и двор;Раздельный (1);Можно с детьми, Можно с животными;Мебель на кухне, Ванна, Стиральная машина, Холодильник;;;;Пасс (1);Да;https://www.cian.ru/rent/flat/170498650
170566674;2, Изолированная;Квартира;м. Новые Черемушки (15 мин пешком);Москва, улица Гарибальди, 4К6;47.0/30.0/9.0;9/9, Блочный;;35000.0 руб./ За месяц, Залог - 35000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес;+79999760443;Изолированная двух комнатная квартира. Квартира с косметическим ремонтом. Сан узел совмещен. Застекленный балкон. Пластиковые окна.Кухня наборная. В квартире имеется вся необходимая мебель для комфортного проживания и вся бытовая техника, включая стиральную машинку автомат. Рассматриваем жильцов Славянской внешности. Срочно!, 15 фото;Косметический;18-12;Балкон (1);Во двор;Совмещенный (1);Можно с детьми;Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Телевизор, Холодильник, Интернет, Телефон;;;2.64;Пасс (1);Да;https://www.cian.ru/rent/flat/170566674
172691419;2, Изолированная;Квартира;м. Кузьминки (12 мин пешком);Москва, улица Федора Полетаева, 20К1;42.0;3/5, Панельный;;35000.0 руб./ За месяц, Залог - 35000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес;+79256584625;Сдается двухкомнатная квартира,в пешей доступности от двух станций метро,Кузьминки и Рязанский проспект.В квартире выполнен хороший ремонт,комнаты изолированные,вся мебель и техника в отличном состоянии.Звоните., 7 фото;Косметический;;Балкон (1);;;Можно с детьми;Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Телевизор, Холодильник, Интернет;;;2.64;;;https://www.cian.ru/rent/flat/172691419
170861715;2, Изолированная;Квартира;м. Перово (18 мин пешком);Москва, улица Плющева, 18К2;45.0/7.0;3/12, Блочный;наземная;35000.0 руб./ За месяц, Залог - 35000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес;+79055842804, +79031709079;ОТЛИЧНАЯ квартира , на длительный срок,  комнаты ИЗОЛИРОВАННЫЕ , сан узел РАЗДЕЛЬНЫЙ, вся сантехника новая, всё в идеальном состоянии, ВСЯ мебель и бытовая техника, ВСЁ в отличном состоянии. Новая газовая плита,2-х камерный холодильник,застекленный балкон.Квартира чистая и уютная, после косметического ремонта. Рядом -платформа Перово, Рядом все магазины , торгово-развлекательный центр , садики, ясли, школы, гимназия, фитнес клуб и тд. Очень хороший район. Собственника знаю лично много лет, очень приятный и порядочный. Рассматривает различные составы порядочных, приличных и платёжеспособных СЛАВЯН, можно с ребенком. Оперативный показ по предварительной договорённости. Подробности по телефону., 16 фото;Косметический;;Балкон (1);Во двор;Раздельный (1);Можно с детьми, Можно с животными;Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Телевизор, Холодильник, Интернет;;;2.64;;Да;https://www.cian.ru/rent/flat/170861715
170759647;2, Смежная;Квартира;м. ВДНХ (12 мин пешком);Москва, улица Бориса Галушкина, 21;43.0/30.0/7.0;3/8, Кирпичный;наземная;35000.0 руб./ За месяц, Залог - 35000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес;+79153161308;Сдаётся двухкомнатная квартира в шаговой доступности от метро после ремонта. Мебель в наличии(под сборку), вся новая.  На кухне кухонный гарнитур.Окна ПВХ. Полы паркет, отциклеванный. Балкон застеклен. Санузел совмещен в плитке. Просторная прихожая. Металлическая дверь. Домофон. Интернет. Рассмотрим платёжеспособных граждан РФ, Славян!!! Квартира ранее не сдавалась!!!, 13 фото;Евроремонт;18-12;Балкон (1);Во двор;Совмещенный (1);Можно с детьми;Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Холодильник, Интернет;;;;Пасс (1);Да;https://www.cian.ru/rent/flat/170759647
172458857;2, Смежная;Квартира;м. Первомайская (12 мин пешком);Москва, 5-я Парковая улица, 37;55.0/35.0/8.0;3/5, Кирпичный;наземная;35000.0 руб./ За месяц, Залог - 35000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес;+79773435523;Сдается 2-х комнатная квартира на длительный срок в ШАГОВОЙ ДОСТУПНОСТИ ОТ МЕТРО. Комнаты смежные. В квартире есть вся необходимая бытовая техника и мебель для комфортного проживания. Район с развитой инфраструктурой, рядом много школ, детский садов, магазинов, торговых центров. Рассмотрим всех порядочных и платежеспособных граждан. Депозит возможно разбить на 2 месяца., 12 фото;Косметический;20+15;Балкон (1);Во двор;Совмещенный (1);Можно с детьми, Можно с животными;Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Телевизор, Холодильник, Интернет;;;2.48;;;https://www.cian.ru/rent/flat/172458857
172673563;2, Изолированная;Квартира;м. Южная (7 мин пешком);Москва, Варшавское шоссе, 124;52.0/34.0/11.0;10/17, Панельный;наземная;35000.0 руб./ За месяц, Залог - 35000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес;+79261343365;2-х комнатная квартира в хорошем районе. Комнаты изолированы. Качественный, современный ремонт. Вся необходимая мебель и бытовая техника есть. На кухне гарнитур. Холодильник, стиральная машина автомат, СВЧ. С/У в плитке. Окна ПВХ, Балкон застеклен. Металлическая дверь. Рассмотрят порядочных граждан РФ, возможно с детьми, животные обсуждаются. ЗАЛОГ РАЗОБЬЮТ. Показ оперативно. СРОЧНО., 6 фото;Евроремонт;18-16;Балкон (1);Во двор;;Можно с детьми;Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Телевизор, Холодильник, Интернет, Телефон;;;2.64;Пасс (1), Груз (1);Да;https://www.cian.ru/rent/flat/172673563
169563773;2, Изолированная;Квартира;м. Речной вокзал (23 мин пешком);Москва, Петрозаводская улица, 15К4;60.0/38.0/12.0;3/14, Блочный;;35000.0 руб./ За месяц, Залог - 35000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес;+79299167512, +79299167509;Вашему вниманию предлагается светлая и уютная 2-х комнатная квартира . Вся мебель и бытовая имеется для комфортного проживание..Развитая инфраструктура :детские сады ,школы,во дворе замечательная детская площадка,парковая зона.магазины,торговые центры.Звоните уважаемые клиенты и коллеги. РАССМОТРИМ ВСЕХ, ВСЕХ, ВСЕХ., 14 фото;Косметический;20-18;Лоджия (1);Во двор;Раздельный (1);Можно с детьми, Можно с животными;Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Телевизор, Холодильник, Интернет, Телефон;;;;;Да;https://www.cian.ru/rent/flat/169563773
172901829;2;Квартира;м. Волоколамская (5 мин пешком);Москва, Пятницкое шоссе, 11;55.0;7/17, Панельный;;35000.0 руб./ За месяц, Залог - 20000 руб., Коммунальные услуги включены, Срок аренды - Длительный, Предоплата 1 мес;+79030037773;Предлагается в аренду двухкомнатная квартира в 5-ти минутах о том м.Волоколамская.В квартире выполнен качественный ремонт.2 изолированные комнаты .Квартира укомплектована всей мебелью:двухспальная кровать ,шкафы для вещей.Встроенная кухня +обеденная группа.Пол-ламинат и плитка.Оборудована всей бытовой техникой :холодильник ,Тв,стиральная машина,СВЧ.С/у в плитке.Хороший зелёный район.Развитая инфраструктура .Звоните.Квартира готова к заселению ., 8 фото;Косметический;;Лоджия (1);;Раздельный (1);Можно с детьми, Можно с животными;Мебель в комнатах, Мебель на кухне, Ванна, Стиральная машина, Телевизор, Холодильник, Интернет, Телефон;;;2.64;Пасс (1), Груз (1);Да;https://www.cian.ru/rent/flat/172901829
